,Month,Overview,Titles,Year
216,08,"UFO experts claim that after the explosion of the bombs on Hiroshima and Nagasaki, there was an increase in the number of sightings of UFO'S (Unidentified Flying Objects) worldwide. Just over two decades later, the Brazilian medium Chico Xavier confided to close friends that when man reached the moon on July 20, 1969, happened a meeting with the celestial beings of our solar system to check the progress of humanity. They decided to grant a period of 50 years for humanity to evolve morally and live in peace, without provoking a third world war. If we live in peace until the Deadline, humanity would be ready to enter a new era of its existence, and magnificent feats would be checked everywhere, including our brothers from other planets would be expressly authorized to present themselves publicly and officially to Earth's residents.",Data Limite segundo Chico Xavier,2014
217,04,"A traumatized young man abducts Korean leaders, believing they're toxic reptilian aliens - a fifth column launching a takeover of beloved Earth. Stumped law enforcement geniuses half-seriously hire a disgraced, disheveled private detective with a long-ago history of super-crime solving. The alienated South Korean youngster Lee Byeong-gu builds an isolated basement command post/torture chamber/film studio to force the awful truth out of the slimy, uncooperative politicians and businesspeople, then alert the public. Byeong-gu is helped by his devoted girlfriend, who buys his theories, but wonders if his horrible childhood has colored his thinking.",Save the Green Planet!,2003
218,10,"Christo Roppolo claims to have been videotaping and communicating with UFOs around Monterey, CA for several years. He contacted filmmaker, Justin Gaar, in 2013 to begin creating a film about his sightings. Skeptical of the footage but intrigued by Christo's eccentricities and wild stories, Justin begins spending time with Christo hunting UFOs along California's beautiful central coast. When a crop circle appears in Monterey County and becomes international news, Christo is validated in his belief of alien contact and Justin, shocked, begins investigating the source of the crop circle and how Christo knows beyond a doubt that he's being contacted by his ""brother's from space.""",Curse of the Man Who Sees UFOs,2016
219,04,"The Crossing, an official prologue short to Alien: Covenant, reveals what happened to crew members Dr. Elizabeth Shaw and the synthetic David after the events of Prometheus. Set aboard an hijacked Engineer vessel, Dr. Shaw repairs David as they make their way to the homeworld of the Engineers, whom Shaw believes are humanity’s creators.",The Crossing,2017
220,07,"In the year 2163 the starship Ikarie XB-1 (Ikarus XB-1) is sent to the mysterious ""White Planet"" orbiting the star Alpha Centauri. Travelling at near-light speed, the journey takes around 28 months for the astronauts, although the effects of relativity mean that 15 years will have elapsed on Earth by the time they reach their destination. During the flight the 40-strong multinational crew must adjust to life in space, as well as dealing with various hazards they encounter, including a derelict 20th century spaceship armed with nuclear weapons, a deadly radioactive ""dark star"" and the mental breakdown of one of the crew, who threatens to destroy the spacecraft.",Icarus XB 1,1963
221,03,"Before the Doctor can settle down to married life, he must face one last confrontation with his deadly enemy of certain death - the Master.",Doctor Who: The Curse of Fatal Death,1999
222,11,"A recently-widowed, science fiction writer considers whether to adopt a hyper-imaginative 6-year-old abandoned and socially-rejected boy who says he's really from Mars.",Martian Child,2007
223,06,"On July 2, a giant alien mothership enters orbit around Earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. On July 3, the United States conducts a coordinated counterattack that fails. On July 4, a plan is devised to gain access to the interior of the alien mothership in space, in order to plant a nuclear missile.",Independence Day,1996
224,09,An alien slave crash-lands in New York City while being pursued by two Men in Black bounty hunters. His attempt to find a place for himself on Earth parallels that of the immigrant experience.,The Brother from Another Planet,1984
225,02,"Two astronauts attempt to plant their flag on a newly discovered planet. But first, they need to get rid of some pesky aliens whose business there is unknown.",Asteria,2017
226,09,"Something terrifying is happening to the Earth. Luke and Sarah, unaware of the danger, are just worried about having a passionate offhand camping weekend. Two unexpected guests will ruin their plans.",Closer,2013
227,03,"William Shatner explores the theory that the U.S. government is involved in a cover-up of visiting alien spacecraft. Based on a book by Erich von Däniken, this documentary contains evidence of extraterrestrial life here on earth. Proof discovered through photographs taken by scientists and evidence of actual voyages found by archaeologists.",Mysteries of the Gods,1976
228,06,"Lilo, Stitch, Jumba and Pleakley have finally caught all of Jumba's genetic experiments and found the one true place where each of them belongs. Stitch, Jumba and Pleakley are offered positions in the Galactic Alliance, turning them down so they can stay on Earth with Lilo. But Lilo realizes her alien friends have places where they belong, and it's finally time to say ""aloha.""",Leroy & Stitch,2006
