,Month,Overview,Titles,Year
270,08,"In the year 2044 AD, the human race has amped-up its space exploration and reached out to the stars through the miracle of ROBOTECHNOLOGY, but not without bringing intergalactic war upon the Earth itself. Heroes will die and allegiances will shift. But in the midst of combat, perhaps peace will spring up through the charred remains of battered history. One of the greatest science fiction sagas of all time continues...",Robotech: The Shadow Chronicles,2006
271,07,"One of the many notorious 70's ""unknown"" documentaries, The Mysterious Monsters covers topics such as Bigfoot and the Loch Ness Monster. Pictures, sounds, and videos of these two monsters are examined by Peter Graves, the host. Psychics, hypnotism, and the history of Bigfoot in many ancient cultures is also scrutinized.",The Mysterious Monsters,1976
272,12,"An invasion alien threatens the fate of humanity and begins in a village where there are Bill Johnson, John West and Max Giggs. The friends escape from there with the purpose of finding and destroying the invading ship before it completes its evil plan of conquest.",Plaga Zombie: Zona Mutante: Revolución Tóxica,2011
273,04,"An American village is visited by some unknown life form which leaves the women of the village pregnant. Nine months later, the babies are born, and they all look normal, but it doesn't take the ""parents"" long to realize that the kids are not human or humane.",Village of the Damned,1995
274,05,A group of scientists are possessed by an alien force when they investigate a meteor shower in a rural field.,They Came from Beyond Space,1967
275,04,"Sean Barker became the unwilling host to an alien bio-armor known as the Guyver. A year ago he destroyed the Kronos Corporation, an organization of mutants who want the Guyver. Now he is trying to find why the Guyver unit forces him to fight and kill evil.",Guyver: Dark Hero,1994
276,10,"The story of six people caught in the unusual (except in horror films) predicament of being stranded in a deserted fishing lodge with a host of alien-infected, mutant amoeba-controlled zombies at their doorstep.",Brain Dead,2007
277,11,"Ships disappear on route across the Arctic Sea, and a special submarine is sent to investigate.",The Atomic Submarine,1959
278,04,"Two campers in the New Jersey woods have their outdoor fun interrupted by the arrival of a meteorite crashing nearby. They go to investigate the crater, but are suddenly attacked and devoured by alien parasites who have hitched a ride to Earth. After finishing off the campers, the hungry space monsters head for a nearby town, where they make their domain in the basement of an old house soon begin polishing off one hapless inhabitant after another. Four young teenagers, plus one pre-teen boy, try to find a way to stop the angry space monsters before they reproduce and literally eat humanity.",The Deadly Spawn,1983
279,06,"Aliens have landed and are hiding on Earth, but need Earth’s scientists to help them fight an inter-planetary war.",This Island Earth,1955
280,11,The first manned flight to Mars returns after having been out of communications since it had arrived on Mars. What would it reveal?,The Angry Red Planet,1959
281,01,"It's 1999, and as the end of the millenium approaches, people are attempting to find spiritual enlightenment. But a few people want to skip all the work that entails, and a holy Tenktonese relic in the hands of a heretic is giving them a shortcut. But it's not quite as easily controlled as she says.",Alien Nation: Millennium,1996
282,05,"While mainland Britain shivers in deepest winter, the northern island of Fara bakes in the nineties, and the boys at the Met station have no more idea what is going on than the regulars at the Swan. Only a stand-offish visting scientist realizes space aliens are to blame.",Island of the Burning Damned,1967
283,08,"Charlie and Rhonda are a sweet and comfortable married couple on vacation with their lovely daughter Daphne. They find a rundown boarding house and its haggard owner, Joseph, an ex-con whose mother has just died and left him the house. He doesn't know why this cheerful couple would want to vacation in the worst part of Los Angeles, but he doesn't know they're vacationing from outer space, and their idea of fun is murdering lowlife out on the streets",Alien Avengers,1996
284,08,"A former astronaut helps a government agent and a police detective track the source of mysterious alien pod spores, filled with lethal flesh-dissolving acid, to a South American coffee plantation controlled by alien pod clones.",Contamination,1980
285,06,"The alien outlaw, Redeye, murders the town sheriff and then he and his gang terrorize the town. It's up to the sheriff's son, an empath, and his native american sidekick, to rescue the town and exact revenge for his father's murder.",Oblivion,1994
286,12,Robbie and Donner's wedding is interrupted when Donner is kidnapped by aliens. Robbie saves the day again though with the help of his friends and an alien crystal.,Robbie the Reindeer - Close Encounters of the Herd Kind,2007
287,07,Low-budget aliens (three nice-looking women and a gay computer voice-over) crash-land in England and abduct four earthlings.,Spaced Out,1979
288,09,"Everyone knows what to do if one morning the sky would be absolutely full of UFOs: run as fast as you can. However, what would happen if the invasion started while you are in the flat of the girl of your dreams, the one you have just met?",Extraterrestrial,2011
289,12,"Tony's father Sam, abducted by aliens three years earlier, returns to earth and seeks out his wife and son, but Rachel has since been living with Joe and the reunion is awkward. Joe doesn't trust Sam, and Rachel can't quite decide what her feelings are for her two men. Sam is not the same as when he left, and he begins affecting Tony in frightening ways.",Xtro,1982
